Ingredient	DBpedia_link_via_stringmatch	Judgment_stringmatch	Scientific_name_via_stringmatch	dbpedia-en_via_stringmatch	DBpedia_via_spotlight	Judgment_spotlight	spotlight_conf	spotlight_support	Scientific_name_via_spotlight	dbpedia-en_via_spotlight	
pancetta	http://nl.dbpedia.org/resource/Pancetta	1		http://dbpedia.org/resource/Pancetta		0					
lange vingers		0				0					
rodewijnazijn		0				0					
tonijnsteaks		0				0					
maizena		0			http://nl.dbpedia.org/resource/Maiszetmeel	1	0.9999990552	52		http://dbpedia.org/resource/Corn_starch	
ciabatta	http://nl.dbpedia.org/resource/Ciabatta	1		http://dbpedia.org/resource/Ciabatta	http://nl.dbpedia.org/resource/Ciabatta	1	0.9999973652	11		http://dbpedia.org/resource/Ciabatta	
witte chocolade		0			http://nl.dbpedia.org/resource/Witte_chocolade	1	0.9999999999	22		http://dbpedia.org/resource/White_chocolate	
tomatenketchup		0			http://nl.dbpedia.org/resource/Ketchup	1	0.9999994526	64		http://dbpedia.org/resource/Ketchup	
kruidenboter	http://nl.dbpedia.org/resource/Kruidenboter	1		http://dbpedia.org/resource/Garlic_butter		0					
gemengde sla		0			http://nl.dbpedia.org/resource/Sla	1	0.9999989053	150	Lactuca	http://dbpedia.org/resource/Lettuce	
gerookte zalmsnippers		0				0					
roquefort	http://nl.dbpedia.org/resource/Roquefort	1		http://dbpedia.org/resource/Roquefort_(disambiguation)		0					
witte wijn		0			http://nl.dbpedia.org/resource/Wijn	1	0.9999819501	2351		http://dbpedia.org/resource/Wine	
volle yoghurt		0			http://nl.dbpedia.org/resource/Yoghurt	1	0.9999990338	175		http://dbpedia.org/resource/Yogurt	
gemalen oude kaas 48+		0			http://nl.dbpedia.org/resource/Kaas	1	0.9997244746	1212		http://dbpedia.org/resource/Cheese	
gerookte makreelfilet		0				0					
pinda's		0				0					
andijvie	http://nl.dbpedia.org/resource/Andijvie	1	Cichorium endivia	http://dbpedia.org/resource/Endive	http://nl.dbpedia.org/resource/Andijvie	1	0.9999974064	57	Cichorium endivia	http://dbpedia.org/resource/Endive	
panko		0				0					
cognac		0			http://nl.dbpedia.org/resource/Cognac_(drank)	1	0.9924514866	131		http://dbpedia.org/resource/Cognac	
eieren		0				0					
boter om in te vetten		0			http://nl.dbpedia.org/resource/Boter_(zuivel)	1	0.9975609982	412		http://dbpedia.org/resource/Butter	
radijsjes		0				0					
sinaasappelmarmelade		0				0					
bramen		0			http://nl.dbpedia.org/resource/Gewone_braam	1	0.8481745814	33		http://dbpedia.org/resource/Rubus_fruticosus	
cranberry's		0				0					
geitenkaas naturel 45+		0			http://nl.dbpedia.org/resource/Geitenkaas	1	0.9999995161	33		http://dbpedia.org/resource/Goat_cheese	
cherrytomaten aan de tak		0				0					
paksoi	http://nl.dbpedia.org/resource/Paksoi	1		http://dbpedia.org/resource/Bok_choy	http://nl.dbpedia.org/resource/Paksoi	1	0.999995209	16		http://dbpedia.org/resource/Bok_choy	
kaas	http://nl.dbpedia.org/resource/Kaas	1		http://dbpedia.org/resource/Cheese	http://nl.dbpedia.org/resource/Kaas	1	0.9993557291	1212		http://dbpedia.org/resource/Cheese	
ananas	http://nl.dbpedia.org/resource/Ananas	1	Ananas  comosus	http://dbpedia.org/resource/Pineapple	http://nl.dbpedia.org/resource/Ananas	1	0.999998787	224	Ananas  comosus	http://dbpedia.org/resource/Pineapple	
cherry tomaten		0			http://nl.dbpedia.org/resource/Tomaat	1	0.9999986758	452	Solanum lycopersicum	http://dbpedia.org/resource/Tomato	
appels		0				0					
bruinbrood		0			http://nl.dbpedia.org/resource/Bruinbrood	1	0.6982289875	11			
slasaus		0			http://nl.dbpedia.org/resource/Dressing	1	0.9999996147	17			
maanzaad		0			http://nl.dbpedia.org/resource/Blauwmaanzaad	1	0.99999942	24		http://dbpedia.org/resource/Poppy_seed	
gedroogde cranberry's		0				0					
ahornsiroop		0				0					
beenham		0				0					
Dijon mosterd		0			http://nl.dbpedia.org/resource/Dijon	0	0.9802496611	659		http://dbpedia.org/resource/Dijon	
krenten		0				0					
gemalen komijn djinten		0			http://nl.dbpedia.org/resource/Komijn	1	0.9999999062	87	Cuminum cyminum	http://dbpedia.org/resource/Cumin	
filodeeg	http://nl.dbpedia.org/resource/Filodeeg	1		http://dbpedia.org/resource/Filo	http://nl.dbpedia.org/resource/Filodeeg	1	0.9999975371	15		http://dbpedia.org/resource/Filo	
alfalfa	http://nl.dbpedia.org/resource/Alfalfa	1		http://dbpedia.org/resource/Alfalfa_(disambiguation)	http://nl.dbpedia.org/resource/Luzerne	1	0.99999903	102	Medicago sativa	http://dbpedia.org/resource/Alfalfa	
chilisaus	http://nl.dbpedia.org/resource/Chilisaus	1		http://dbpedia.org/resource/Hot_sauce	http://nl.dbpedia.org/resource/Chilisaus	1	0.999999278	20		http://dbpedia.org/resource/Hot_sauce	
sriracha sauce		0				0					
ansjovisfilets		0				0					
witte rijst		0			http://nl.dbpedia.org/resource/Rijst	1	0.9999995724	2066	Oryza sativa	http://dbpedia.org/resource/Rice	
Pecorino Romano kaas		0			http://nl.dbpedia.org/resource/Pecorino	1	1	40		http://dbpedia.org/resource/Pecorino	
tijmblaadjes		0				0					
katenspek		0				0					
doperwten		0				0					
rucolaslamelange		0				0					
bloem om te bestuiven		0			http://nl.dbpedia.org/resource/Bloem_(plant)	0	0.9879203562	3889		http://dbpedia.org/resource/Flower	
peper	http://nl.dbpedia.org/resource/Peper	1	Piper nigrum	http://dbpedia.org/resource/Black_pepper	http://nl.dbpedia.org/resource/Peper	1	0.9999978554	383	Piper nigrum	http://dbpedia.org/resource/Black_pepper	
witte bonen		0			http://nl.dbpedia.org/resource/Witte_boon	1	0.9999999981	29		http://dbpedia.org/resource/Navy_bean	
shoarmabroodjes		0				0					
oestersaus	http://nl.dbpedia.org/resource/Oestersaus	1		http://dbpedia.org/resource/Oyster_sauce		0					
romaatjes		0				0					
geraspte jong belegen kaas		0			http://nl.dbpedia.org/resource/Kaas	1	0.9999998537	1212		http://dbpedia.org/resource/Cheese	
tagliatelle	http://nl.dbpedia.org/resource/Tagliatelle	1		http://dbpedia.org/resource/Tagliatelle	http://nl.dbpedia.org/resource/Tagliatelle	1	0.9999997991	13		http://dbpedia.org/resource/Tagliatelle	
geroosterde pijnboompitten		0				0					
Caesar dressing		0			http://nl.dbpedia.org/resource/Julius_Caesar	0	0.999582051	2337		http://dbpedia.org/resource/Julius_Caesar	
woksaus		0				0					
cranberrycompote		0				0					
kokos		0			http://nl.dbpedia.org/resource/Kokospalm	1	0.9623121179	166		http://dbpedia.org/resource/Coconut	
zuivelspread		0				0					
gedroogde oregano		0			http://nl.dbpedia.org/resource/Wilde_marjolein	1	0.9999986819	80	Origanum vulgare	http://dbpedia.org/resource/Oregano	
parmaham		0				0					
abrikozenjam		0				0					
zongedroogde tomaten in olie		0			http://nl.dbpedia.org/resource/Tomaat	1	0.9999993468	452	Solanum lycopersicum	http://dbpedia.org/resource/Tomato	
sladressing yoghurt		0			http://nl.dbpedia.org/resource/Yoghurt	1	0.9999990338	175		http://dbpedia.org/resource/Yogurt	
pesto alla genovese		0			http://nl.dbpedia.org/resource/Pesto	1	0.9999999999	24		http://dbpedia.org/resource/Pesto	
geroosterde paprika		0			http://nl.dbpedia.org/resource/Paprika	1	0.9999999814	150		http://dbpedia.org/resource/Bell_pepper	
magere kwark		0			http://nl.dbpedia.org/resource/Kwark	1	0.9999999969	39		http://dbpedia.org/resource/Quark_(dairy_product)	
room culinair		0				0					
croutons		0				0					
bakpoeder	http://nl.dbpedia.org/resource/Bakpoeder	1		http://dbpedia.org/resource/Baking_powder	http://nl.dbpedia.org/resource/Bakpoeder	1	0.9811966007	35		http://dbpedia.org/resource/Baking_powder	
rode port		0			http://nl.dbpedia.org/resource/Porteren	0	0.9805383913	146			
witlof		0			http://nl.dbpedia.org/resource/Witlof	1	0.9999982166	89			
witte-wijnazijn		0				0					
Chinese kool		0			http://nl.dbpedia.org/resource/Chinese_kool	1	0.9999999997	26		http://dbpedia.org/resource/Napa_cabbage	
sjalot	http://nl.dbpedia.org/resource/Sjalot	1		http://dbpedia.org/resource/Shallot	http://nl.dbpedia.org/resource/Sjalot	1	0.9999993962	39		http://dbpedia.org/resource/Shallot	
boter of margarine om in te vetten		0			http://nl.dbpedia.org/resource/Boter_(zuivel)	1	0.9975609982	412		http://dbpedia.org/resource/Butter	
roombrie		0				0					
tortillawraps		0				0					
lemon curd		0				0					
wodka	http://nl.dbpedia.org/resource/Wodka	1		http://dbpedia.org/resource/Vodka	http://nl.dbpedia.org/resource/Wodka	1	0.9999991844	207		http://dbpedia.org/resource/Vodka	
tomatenpuree	http://nl.dbpedia.org/resource/Tomatenpuree	1		http://dbpedia.org/resource/Tomato_paste	http://nl.dbpedia.org/resource/Tomatenpuree	1	0.9999995892	18		http://dbpedia.org/resource/Tomato_paste	
sambal	http://nl.dbpedia.org/resource/Sambal	1		http://dbpedia.org/resource/Sambal	http://nl.dbpedia.org/resource/Sambal	1	0.9999989584	67		http://dbpedia.org/resource/Sambal	
pindakaas	http://nl.dbpedia.org/resource/Pindakaas	1		http://dbpedia.org/resource/Peanut_butter	http://nl.dbpedia.org/resource/Pindakaas	1	0.9999983614	47		http://dbpedia.org/resource/Peanut_butter	
babyromainesla		0				0					
semi-zongedroogde tomaten		0			http://nl.dbpedia.org/resource/Tomaat	1	0.9999986758	452	Solanum lycopersicum	http://dbpedia.org/resource/Tomato	
garnalen	http://nl.dbpedia.org/resource/Garnalen	1	Caridea	http://dbpedia.org/resource/Caridea	http://nl.dbpedia.org/resource/Garnalen	1	0.9999686455	3679	Caridea	http://dbpedia.org/resource/Caridea	
salade kaasblokjes		0			http://nl.dbpedia.org/resource/Salade	1	0.9999990536	136		http://dbpedia.org/resource/Salad	
uien		0				0					
geraspte kokos		0			http://nl.dbpedia.org/resource/Kokosnoot	1	0.9228592523	180			
bananen		0			http://nl.dbpedia.org/resource/Banaan_(vrucht)	1	0.9835766628	499		http://dbpedia.org/resource/Banana	
serranoham	http://nl.dbpedia.org/resource/Serranoham	1		http://dbpedia.org/resource/Jamón_serrano		0					
ui	http://nl.dbpedia.org/resource/Ui	1		http://dbpedia.org/resource/UI	http://nl.dbpedia.org/resource/Ui_(plant)	1	0.9876232845	418	Allium cepa	http://dbpedia.org/resource/Onion	
geslagen room		0				0					
rosbief	http://nl.dbpedia.org/resource/Rosbief	1		http://dbpedia.org/resource/Roast_beef	http://nl.dbpedia.org/resource/Rosbief	1	0.9999993756	14		http://dbpedia.org/resource/Roast_beef	
frituurolie		0				0					
gedroogde rozemarijn		0			http://nl.dbpedia.org/resource/Rozemarijn_(plant)	1	0.9867143392	74	Rosmarinus officinalis	http://dbpedia.org/resource/Rosemary	
feta	http://nl.dbpedia.org/resource/Feta	1		http://dbpedia.org/resource/Feta	http://nl.dbpedia.org/resource/Feta	1	0.9999992857	36		http://dbpedia.org/resource/Feta	
zwarte peper		0			http://nl.dbpedia.org/resource/Peper	1	0.9999999999	383	Piper nigrum	http://dbpedia.org/resource/Black_pepper	
vanilleijs		0				0					
pizzakaas		0				0					
witbrood		0			http://nl.dbpedia.org/resource/Wittebrood	1	0.7903842649	30		http://dbpedia.org/resource/White_bread	
pesto alla Genovese		0			http://nl.dbpedia.org/resource/Pesto	1	0.9999999999	24		http://dbpedia.org/resource/Pesto	
basilicumblaadjes		0				0					
zwart sesamzaad		0			http://nl.dbpedia.org/resource/Sesam	1	0.9999996613	84		http://dbpedia.org/resource/Sesame	
tomaat	http://nl.dbpedia.org/resource/Tomaat	1	Solanum lycopersicum	http://dbpedia.org/resource/Tomato	http://nl.dbpedia.org/resource/Tomaat	1	0.9999986758	452	Solanum lycopersicum	http://dbpedia.org/resource/Tomato	
botersla		0				0					
gedroogde Italiaanse kruiden		0			http://nl.dbpedia.org/resource/Italië	0	0.9970984503	42034		http://dbpedia.org/resource/Italy	
hummus	http://nl.dbpedia.org/resource/Hummus	1		http://dbpedia.org/resource/Hummus	http://nl.dbpedia.org/resource/Hummus	1	0.9999967607	12		http://dbpedia.org/resource/Hummus	
vanillekwark		0				0					
gerookte zalm		0				0					
cherrytomaatjes		0				0					
bruine basterdsuiker		0			http://nl.dbpedia.org/resource/Basterdsuiker	1	0.9999999871	44		http://dbpedia.org/resource/Brown_sugar	
gemalen kardemom		0			http://nl.dbpedia.org/resource/Kardemom	1	0.999999916	75		http://dbpedia.org/resource/Elettaria_cardamomum	
Taggia-olijven		0				0					
jonge kaas		0			http://nl.dbpedia.org/resource/Kaas	1	0.9997138412	1212		http://dbpedia.org/resource/Cheese	
citroenen		0				0					
vanillevla		0				0					
chilipoeder	http://nl.dbpedia.org/resource/Chilipoeder	1		http://dbpedia.org/resource/Chili_powder	http://nl.dbpedia.org/resource/Chilipoeder	1	0.9999990638	13		http://dbpedia.org/resource/Chili_powder	
sambal badjak		0			http://nl.dbpedia.org/resource/Sambal	1	1	67		http://dbpedia.org/resource/Sambal	
maiskorrels		0				0					
allesbinder		0				0					
groentebouillon		0				0					
Griekse yoghurt 0% vet		0			http://nl.dbpedia.org/resource/Yoghurt	1	0.9999999749	175		http://dbpedia.org/resource/Yogurt	
sinaasappellikeur		0				0					
kersen		0				0					
veldslamelange		0				0					
milde yoghurt		0			http://nl.dbpedia.org/resource/Yoghurt	1	0.9999990338	175		http://dbpedia.org/resource/Yogurt	
sour cream		0			http://nl.dbpedia.org/resource/Cream	1	0.9830476877	139		http://dbpedia.org/resource/Cream_(band)	
avocado	http://nl.dbpedia.org/resource/Avocado	1	Persea americana	http://dbpedia.org/resource/Avocado	http://nl.dbpedia.org/resource/Avocado	1	0.9999989532	89	Persea americana	http://dbpedia.org/resource/Avocado	
kervel		0			http://nl.dbpedia.org/resource/Echte_kervel	1	0.9999969137	40		http://dbpedia.org/resource/Chervil	
rucolacress		0				0					
wraptortilla's		0				0					
bakbacon		0				0					
ketjap	http://nl.dbpedia.org/resource/Ketjap	1		http://dbpedia.org/resource/Sweet_soy_sauce	http://nl.dbpedia.org/resource/Ketjap	1	0.9999985516	19		http://dbpedia.org/resource/Sweet_soy_sauce	
zeekraal		0			http://nl.dbpedia.org/resource/Kortarige_zeekraal	1	0.9999981569	52	Salicornia europaea	http://dbpedia.org/resource/Salicornia_europaea	
karwijzaad		0				0					
wasabi		0			http://nl.dbpedia.org/resource/Wasabi	1	0.9999987979	20			
warmgerookte zalmsteak		0				0					
snijbiet	http://nl.dbpedia.org/resource/Snijbiet	1		http://dbpedia.org/resource/Chard	http://nl.dbpedia.org/resource/Snijbiet	1	0.9999993043	23		http://dbpedia.org/resource/Chard	
scherpe mosterd		0			http://nl.dbpedia.org/resource/Mosterd	1	0.9999630399	187		http://dbpedia.org/resource/Mustard_(condiment)	
chocolade	http://nl.dbpedia.org/resource/Chocolade	1		http://dbpedia.org/resource/Chocolate	http://nl.dbpedia.org/resource/Chocolade	1	0.9999989287	527		http://dbpedia.org/resource/Chocolate	
rode-wijnazijn		0				0					
sla	http://nl.dbpedia.org/resource/Sla	1	Lactuca	http://dbpedia.org/resource/Lettuce	http://nl.dbpedia.org/resource/Sla	1	0.9999989053	150	Lactuca	http://dbpedia.org/resource/Lettuce	
tortilla	http://nl.dbpedia.org/resource/Tortilla	1		http://dbpedia.org/resource/Tortilla_(disambiguation)		0					
sinaasappelsap	http://nl.dbpedia.org/resource/Sinaasappelsap	1		http://dbpedia.org/resource/Orange_juice	http://nl.dbpedia.org/resource/Sinaasappelsap	1	0.9999993149	56		http://dbpedia.org/resource/Orange_juice	
gebroken sperziebonen		0			http://nl.dbpedia.org/resource/Sperzieboon	1	0.9999986564	63		http://dbpedia.org/resource/Green_bean	
krieltjes		0				0					
tonijnsteak		0				0					
geroosterde amandelen		0			http://nl.dbpedia.org/resource/Keelamandel	0	0.919600494	48		http://dbpedia.org/resource/Tonsil	
basmatirijst		0				0					
broccoliroosjes		0				0					
schouderham		0				0					
sladressing bieslook		0			http://nl.dbpedia.org/resource/Bieslook	1	0.9999988723	54	Allium schoenoprasum	http://dbpedia.org/resource/Chives	
panklare spinazie		0			http://nl.dbpedia.org/resource/Spinazie	1	0.9999984982	166	Spinacia oleracea	http://dbpedia.org/resource/Spinach	
cocktailsaus	http://nl.dbpedia.org/resource/Cocktailsaus	1		http://dbpedia.org/resource/Cocktail_sauce	http://nl.dbpedia.org/resource/Cocktailsaus	1	0.999999903	16		http://dbpedia.org/resource/Cocktail_sauce	
tuinbonen		0			http://nl.dbpedia.org/resource/Tuinboon	1	0.9999989554	61	Vicia faba	http://dbpedia.org/resource/Vicia_faba	
truffelolie		0				0					
Thousand Island dressing		0			http://nl.dbpedia.org/resource/Dressing	1	0.9999986366	17			
champignons		0				0					
geraspte Parrano		0				0					
jong belegen kaas		0			http://nl.dbpedia.org/resource/Kaas	1	0.9999481968	1212		http://dbpedia.org/resource/Cheese	
kaassaus		0				0					
gedroogde abrikozen		0			http://nl.dbpedia.org/resource/Abrikoos	1	0.999999993	116	Prunus armeniaca	http://dbpedia.org/resource/Prunus_armeniaca	
Zaanse mosterd		0			http://nl.dbpedia.org/resource/Mosterd	1	0.9999011845	187		http://dbpedia.org/resource/Mustard_(condiment)	
perziken		0				0					
kletskoppen		0				0					
gedroogde tomaten		0			http://nl.dbpedia.org/resource/Tomaat	1	0.9999999162	452	Solanum lycopersicum	http://dbpedia.org/resource/Tomato	
gegrilde rode paprika		0			http://nl.dbpedia.org/resource/Paprika	1	0.9999999996	150		http://dbpedia.org/resource/Bell_pepper	
kipdrumsticks		0				0					
chilivlokken		0				0					
aardappelen		0				0					
aardappel	http://nl.dbpedia.org/resource/Aardappel	1	Solanum tuberosum	http://dbpedia.org/resource/Potato	http://nl.dbpedia.org/resource/Aardappel	1	0.9994357114	823	Solanum tuberosum	http://dbpedia.org/resource/Potato	
melkchocolade		0				0					
vinaigrette	http://nl.dbpedia.org/resource/Vinaigrette	1		http://dbpedia.org/resource/Vinaigrette	http://nl.dbpedia.org/resource/Vinaigrette	1	0.9999995152	14		http://dbpedia.org/resource/Vinaigrette	
chorizoworst		0				0					
rode pesto		0			http://nl.dbpedia.org/resource/Pesto	1	0.9999997481	24		http://dbpedia.org/resource/Pesto	
groene olijven zonder pit		0			http://nl.dbpedia.org/resource/Olijf	1	0.9999999908	328	Olea europaea	http://dbpedia.org/resource/Olive	
vissticks		0				0					
Parmaham		0				0					
tomatensaus	http://nl.dbpedia.org/resource/Tomatensaus	1		http://dbpedia.org/resource/Tomato_sauce	http://nl.dbpedia.org/resource/Tomatensaus	1	0.9750215596	19		http://dbpedia.org/resource/Tomato_sauce	
blanke vla		0			http://nl.dbpedia.org/resource/Vla	1	0.9999993369	44		http://dbpedia.org/resource/Vla	
sladressing knoflook		0			http://nl.dbpedia.org/resource/Knoflook	0	0.99999858	289	Allium sativum	http://dbpedia.org/resource/Garlic	
kaneelstokje		0				0					
pangasiusfilet		0				0					
biefstukken		0				0					
raapstelen	http://nl.dbpedia.org/resource/Raapstelen	1		http://dbpedia.org/resource/Rapini		0					
rijst	http://nl.dbpedia.org/resource/Rijst	1	Oryza sativa	http://dbpedia.org/resource/Rice	http://nl.dbpedia.org/resource/Rijst	1	0.999998873	2066	Oryza sativa	http://dbpedia.org/resource/Rice	
dijonmosterd		0			http://nl.dbpedia.org/resource/Mosterd	1	0.9999994729	187		http://dbpedia.org/resource/Mustard_(condiment)	
gegrilde paprika's		0				0					
rookworst	http://nl.dbpedia.org/resource/Rookworst	1		http://dbpedia.org/resource/Rookworst	http://nl.dbpedia.org/resource/Rookworst	1	0.9999948233	22		http://dbpedia.org/resource/Rookworst	
mango	http://nl.dbpedia.org/resource/Mango	1		http://dbpedia.org/resource/Mango_(disambiguation)	http://nl.dbpedia.org/resource/Mango_(soort)	1	0.9941731138	170		http://dbpedia.org/resource/Mangifera_indica	
aubergine		0			http://nl.dbpedia.org/resource/Aubergine_(plant)	1	0.9611522237	93	Solanum melongena	http://dbpedia.org/resource/Eggplant	
zongedroogde tomaat		0			http://nl.dbpedia.org/resource/Tomaat	1	0.9999986758	452	Solanum lycopersicum	http://dbpedia.org/resource/Tomato	
